"TIME","GEO","ICCS","UNIT","Value","Flag and Footnotes"
"2012","Croatia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","170.60",""
"2012","Italy","Intentional homicide","Per hundred thousand inhabitants","0.89",""
"2012","Italy","Attempted intentional homicide","Per hundred thousand inhabitants","2.23",""
"2012","Italy","Assault","Per hundred thousand inhabitants","117.06",""
"2012","Italy","Kidnapping","Per hundred thousand inhabitants","0.57",""
"2012","Italy","Sexual violence","Per hundred thousand inhabitants",":",""
"2012","Italy","Rape","Per hundred thousand inhabitants",":",""
"2012","Italy","Sexual assault","Per hundred thousand inhabitants","7.89",""
"2012","Italy","Robbery","Per hundred thousand inhabitants","105.47",""
"2012","Italy","Burglary","Per hundred thousand inhabitants",":",""
"2012","Italy","Burglary of private residential premises","Per hundred thousand inhabitants","399.63",""
"2012","Italy","Theft","Per hundred thousand inhabitants","1,795.91",""
"2012","Italy","Theft of a motorized land vehicle","Per hundred thousand inhabitants","330.99",""
"2012","Italy","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","57.00",""
"2012","Cyprus","Intentional homicide","Per hundred thousand inhabitants","2.20",""
"2012","Cyprus","Attempted intentional homicide","Per hundred thousand inhabitants","1.39",""
"2012","Cyprus","Assault","Per hundred thousand inhabitants","17.17",""
"2012","Cyprus","Kidnapping","Per hundred thousand inhabitants","3.48",""
"2012","Cyprus","Sexual violence","Per hundred thousand inhabitants","8.00",""
"2012","Cyprus","Rape","Per hundred thousand inhabitants","2.90",""
"2012","Cyprus","Sexual assault","Per hundred thousand inhabitants","5.10",""
"2012","Cyprus","Robbery","Per hundred thousand inhabitants","20.07",""
"2012","Cyprus","Burglary","Per hundred thousand inhabitants","342.57",""
"2012","Cyprus","Burglary of private residential premises","Per hundred thousand inhabitants","233.18",""
"2012","Cyprus","Theft","Per hundred thousand inhabitants","179.81",""
"2012","Cyprus","Theft of a motorized land vehicle","Per hundred thousand inhabitants","202.90",""
"2012","Cyprus","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","119.49",""
"2012","Latvia","Intentional homicide","Per hundred thousand inhabitants","4.74",""
"2012","Latvia","Attempted intentional homicide","Per hundred thousand inhabitants","0.64",""
"2012","Latvia","Assault","Per hundred thousand inhabitants","64.80",""
"2012","Latvia","Kidnapping","Per hundred thousand inhabitants","0.05",""
"2012","Latvia","Sexual violence","Per hundred thousand inhabitants",":",""
"2012","Latvia","Rape","Per hundred thousand inhabitants","3.13",""
"2012","Latvia","Sexual assault","Per hundred thousand inhabitants",":",""
"2012","Latvia","Robbery","Per hundred thousand inhabitants","46.12",""
"2012","Latvia","Burglary","Per hundred thousand inhabitants","47.78",""
"2012","Latvia","Burglary of private residential premises","Per hundred thousand inhabitants","35.75",""
"2012","Latvia","Theft","Per hundred thousand inhabitants","1,043.67",""
"2012","Latvia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","44.50",""
"2012","Latvia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","134.49",""
"2012","Lithuania","Intentional homicide","Per hundred thousand inhabitants","6.03",""
"2012","Lithuania","Attempted intentional homicide","Per hundred thousand inhabitants","0.60",""
"2012","Lithuania","Assault","Per hundred thousand inhabitants","5.93",""
"2012","Lithuania","Kidnapping","Per hundred thousand inhabitants","2.16",""
"2012","Lithuania","Sexual violence","Per hundred thousand inhabitants","14.68",""
"2012","Lithuania","Rape","Per hundred thousand inhabitants","5.93",""
"2012","Lithuania","Sexual assault","Per hundred thousand inhabitants","8.76",""
"2012","Lithuania","Robbery","Per hundred thousand inhabitants","64.02",""
"2012","Lithuania","Burglary","Per hundred thousand inhabitants",":",""
"2012","Lithuania","Burglary of private residential premises","Per hundred thousand inhabitants","117.39",""
"2012","Lithuania","Theft","Per hundred thousand inhabitants","781.65",""
"2012","Lithuania","Theft of a motorized land vehicle","Per hundred thousand inhabitants","57.40",""
"2012","Lithuania","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","100.08",""
"2012","Luxembourg","Intentional homicide","Per hundred thousand inhabitants","0.57",""
"2012","Luxembourg","Attempted intentional homicide","Per hundred thousand inhabitants","20.96",""
"2012","Luxembourg","Assault","Per hundred thousand inhabitants","128.99",""
"2012","Luxembourg","Kidnapping","Per hundred thousand inhabitants","10.86",""
"2012","Luxembourg","Sexual violence","Per hundred thousand inhabitants","75.83",""
"2012","Luxembourg","Rape","Per hundred thousand inhabitants","14.48",""
"2012","Luxembourg","Sexual assault","Per hundred thousand inhabitants","61.35",""
"2012","Luxembourg","Robbery","Per hundred thousand inhabitants","100.41",""
"2012","Luxembourg","Burglary","Per hundred thousand inhabitants","602.64",""
"2012","Luxembourg","Burglary of private residential premises","Per hundred thousand inhabitants","354.77",""
"2012","Luxembourg","Theft","Per hundred thousand inhabitants","1,761.06",""
"2012","Luxembourg","Theft of a motorized land vehicle","Per hundred thousand inhabitants","70.88",""
"2012","Luxembourg","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","492.14",""
"2012","Hungary","Intentional homicide","Per hundred thousand inhabitants","1.14",""
"2012","Hungary","Attempted intentional homicide","Per hundred thousand inhabitants","1.09",""
"2012","Hungary","Assault","Per hundred thousand inhabitants","140.69",""
"2012","Hungary","Kidnapping","Per hundred thousand inhabitants","0.09",""
"2012","Hungary","Sexual violence","Per hundred thousand inhabitants","6.99",""
"2012","Hungary","Rape","Per hundred thousand inhabitants","1.93",""
"2012","Hungary","Sexual assault","Per hundred thousand inhabitants","5.05",""
"2012","Hungary","Robbery","Per hundred thousand inhabitants","30.57",""
"2012","Hungary","Burglary","Per hundred thousand inhabitants","471.78",""
"2012","Hungary","Burglary of private residential premises","Per hundred thousand inhabitants","239.02",""
"2012","Hungary","Theft","Per hundred thousand inhabitants","1,601.37",""
"2012","Hungary","Theft of a motorized land vehicle","Per hundred thousand inhabitants","69.68",""
"2012","Hungary","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","52.49",""
"2012","Malta","Intentional homicide","Per hundred thousand inhabitants","2.39",""
"2012","Malta","Attempted intentional homicide","Per hundred thousand inhabitants","1.44",""
"2012","Malta","Assault","Per hundred thousand inhabitants","41.67",""
"2012","Malta","Kidnapping","Per hundred thousand inhabitants","0.00",""
"2012","Malta","Sexual violence","Per hundred thousand inhabitants","19.64",""
"2012","Malta","Rape","Per hundred thousand inhabitants","3.11",""
"2012","Malta","Sexual assault","Per hundred thousand inhabitants","16.53",""
"2012","Malta","Robbery","Per hundred thousand inhabitants","61.55",""
"2012","Malta","Burglary","Per hundred thousand inhabitants","402.83",""
"2012","Malta","Burglary of private residential premises","Per hundred thousand inhabitants","240.45",""
"2012","Malta","Theft","Per hundred thousand inhabitants","2,081.21",""
"2012","Malta","Theft of a motorized land vehicle","Per hundred thousand inhabitants","73.29",""
"2012","Malta","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","48.62",""
"2012","Netherlands","Intentional homicide","Per hundred thousand inhabitants","22.65",""
"2012","Netherlands","Attempted intentional homicide","Per hundred thousand inhabitants","21.61",""
"2012","Netherlands","Assault","Per hundred thousand inhabitants","37.09",""
"2012","Netherlands","Kidnapping","Per hundred thousand inhabitants","3.59",""
"2012","Netherlands","Sexual violence","Per hundred thousand inhabitants","29.08",""
"2012","Netherlands","Rape","Per hundred thousand inhabitants","8.64",""
"2012","Netherlands","Sexual assault","Per hundred thousand inhabitants","12.37",""
"2012","Netherlands","Robbery","Per hundred thousand inhabitants","89.30",""
"2012","Netherlands","Burglary","Per hundred thousand inhabitants","723.57",""
"2012","Netherlands","Burglary of private residential premises","Per hundred thousand inhabitants","512.90",""
"2012","Netherlands","Theft","Per hundred thousand inhabitants","2,347.68",""
"2012","Netherlands","Theft of a motorized land vehicle","Per hundred thousand inhabitants","234.13",""
"2012","Netherlands","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","96.50",""
"2012","Austria","Intentional homicide","Per hundred thousand inhabitants","1.05",""
"2012","Austria","Attempted intentional homicide","Per hundred thousand inhabitants","1.30",""
"2012","Austria","Assault","Per hundred thousand inhabitants","47.93",""
"2012","Austria","Kidnapping","Per hundred thousand inhabitants","0.13",""
"2012","Austria","Sexual violence","Per hundred thousand inhabitants","48.05",""
"2012","Austria","Rape","Per hundred thousand inhabitants","14.94",""
"2012","Austria","Sexual assault","Per hundred thousand inhabitants","33.11",""
"2012","Austria","Robbery","Per hundred thousand inhabitants","48.67",""
"2012","Austria","Burglary","Per hundred thousand inhabitants","1,013.76",""
"2012","Austria","Burglary of private residential premises","Per hundred thousand inhabitants","184.10",""
"2012","Austria","Theft","Per hundred thousand inhabitants","1,742.60",""
"2012","Austria","Theft of a motorized land vehicle","Per hundred thousand inhabitants","52.88",""
"2012","Austria","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","23.67",""
"2012","Poland","Intentional homicide","Per hundred thousand inhabitants","0.99",""
"2012","Poland","Attempted intentional homicide","Per hundred thousand inhabitants","0.53",""
"2012","Poland","Assault","Per hundred thousand inhabitants","25.54",""
"2012","Poland","Kidnapping","Per hundred thousand inhabitants","0.83",""
"2012","Poland","Sexual violence","Per hundred thousand inhabitants",":",""
"2012","Poland","Rape","Per hundred thousand inhabitants","3.76",""
"2012","Poland","Sexual assault","Per hundred thousand inhabitants",":",""
"2012","Poland","Robbery","Per hundred thousand inhabitants","43.83",""
"2012","Poland","Burglary","Per hundred thousand inhabitants","336.18",""
"2012","Poland","Burglary of private residential premises","Per hundred thousand inhabitants","70.47",""
"2012","Poland","Theft","Per hundred thousand inhabitants","606.22",""
"2012","Poland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","42.64",""
"2012","Poland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","200.60",""
"2012","Portugal","Intentional homicide","Per hundred thousand inhabitants","1.16",""
"2012","Portugal","Attempted intentional homicide","Per hundred thousand inhabitants",":",""
"2012","Portugal","Assault","Per hundred thousand inhabitants","6.65",""
"2012","Portugal","Kidnapping","Per hundred thousand inhabitants","3.97",""
"2012","Portugal","Sexual violence","Per hundred thousand inhabitants","20.24",""
"2012","Portugal","Rape","Per hundred thousand inhabitants","3.56",""
"2012","Portugal","Sexual assault","Per hundred thousand inhabitants","16.69",""
"2012","Portugal","Robbery","Per hundred thousand inhabitants","175.61",""
"2012","Portugal","Burglary","Per hundred thousand inhabitants","415.87",""
"2012","Portugal","Burglary of private residential premises","Per hundred thousand inhabitants","238.57",""
"2012","Portugal","Theft","Per hundred thousand inhabitants","970.09",""
"2012","Portugal","Theft of a motorized land vehicle","Per hundred thousand inhabitants","150.82",""
"2012","Portugal","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","43.99",""
"2012","Romania","Intentional homicide","Per hundred thousand inhabitants","1.88",""
"2012","Romania","Attempted intentional homicide","Per hundred thousand inhabitants","2.94",""
"2012","Romania","Assault","Per hundred thousand inhabitants","85.68",""
"2012","Romania","Kidnapping","Per hundred thousand inhabitants","1.95",""
"2012","Romania","Sexual violence","Per hundred thousand inhabitants","7.67",""
"2012","Romania","Rape","Per hundred thousand inhabitants","4.45",""
"2012","Romania","Sexual assault","Per hundred thousand inhabitants","3.21",""
"2012","Romania","Robbery","Per hundred thousand inhabitants","15.89",""
"2012","Romania","Burglary","Per hundred thousand inhabitants","97.16",""
"2012","Romania","Burglary of private residential premises","Per hundred thousand inhabitants","76.09",""
"2012","Romania","Theft","Per hundred thousand inhabitants","282.30",""
"2012","Romania","Theft of a motorized land vehicle","Per hundred thousand inhabitants","8.10",""
"2012","Romania","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","14.29",""
"2012","Slovenia","Intentional homicide","Per hundred thousand inhabitants","0.68",""
"2012","Slovenia","Attempted intentional homicide","Per hundred thousand inhabitants","1.46",""
"2012","Slovenia","Assault","Per hundred thousand inhabitants","98.85",""
"2012","Slovenia","Kidnapping","Per hundred thousand inhabitants","0.19",""
"2012","Slovenia","Sexual violence","Per hundred thousand inhabitants","17.85",""
"2012","Slovenia","Rape","Per hundred thousand inhabitants","2.82",""
"2012","Slovenia","Sexual assault","Per hundred thousand inhabitants","15.03",""
"2012","Slovenia","Robbery","Per hundred thousand inhabitants","19.02",""
"2012","Slovenia","Burglary","Per hundred thousand inhabitants","686.26",""
"2012","Slovenia","Burglary of private residential premises","Per hundred thousand inhabitants","132.18",""
"2012","Slovenia","Theft","Per hundred thousand inhabitants","1,649.48",""
"2012","Slovenia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","26.22",""
"2012","Slovenia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","85.62",""
"2012","Slovakia","Intentional homicide","Per hundred thousand inhabitants","1.39",""
"2012","Slovakia","Attempted intentional homicide","Per hundred thousand inhabitants","0.00",""
"2012","Slovakia","Assault","Per hundred thousand inhabitants","40.39",""
"2012","Slovakia","Kidnapping","Per hundred thousand inhabitants","0.13",""
"2012","Slovakia","Sexual violence","Per hundred thousand inhabitants",":",""
"2012","Slovakia","Rape","Per hundred thousand inhabitants","1.63",""
"2012","Slovakia","Sexual assault","Per hundred thousand inhabitants",":",""
"2012","Slovakia","Robbery","Per hundred thousand inhabitants","18.02",""
"2012","Slovakia","Burglary","Per hundred thousand inhabitants","219.36",""
"2012","Slovakia","Burglary of private residential premises","Per hundred thousand inhabitants","58.53",""
"2012","Slovakia","Theft","Per hundred thousand inhabitants","642.63",""
"2012","Slovakia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","47.11",""
"2012","Slovakia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","14.04",""
"2012","Finland","Intentional homicide","Per hundred thousand inhabitants","1.63",""
"2012","Finland","Attempted intentional homicide","Per hundred thousand inhabitants","6.46",""
"2012","Finland","Assault","Per hundred thousand inhabitants","34.36",""
"2012","Finland","Kidnapping","Per hundred thousand inhabitants","0.02",""
"2012","Finland","Sexual violence","Per hundred thousand inhabitants","59.87",""
"2012","Finland","Rape","Per hundred thousand inhabitants","18.68",""
"2012","Finland","Sexual assault","Per hundred thousand inhabitants","41.19",""
"2012","Finland","Robbery","Per hundred thousand inhabitants","29.91",""
"2012","Finland","Burglary","Per hundred thousand inhabitants","450.04",""
"2012","Finland","Burglary of private residential premises","Per hundred thousand inhabitants","116.29",""
"2012","Finland","Theft","Per hundred thousand inhabitants","2,337.30",""
"2012","Finland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","163.2",""
"2012","Finland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","372.17",""
"2012","Sweden","Intentional homicide","Per hundred thousand inhabitants","0.72",""
"2012","Sweden","Attempted intentional homicide","Per hundred thousand inhabitants","8.41",""
"2012","Sweden","Assault","Per hundred thousand inhabitants","56.29",""
"2012","Sweden","Kidnapping","Per hundred thousand inhabitants",":",""
"2012","Sweden","Sexual violence","Per hundred thousand inhabitants","170.56",""
"2012","Sweden","Rape","Per hundred thousand inhabitants","62.73",""
"2012","Sweden","Sexual assault","Per hundred thousand inhabitants","107.83",""
"2012","Sweden","Robbery","Per hundred thousand inhabitants","97.15",""
"2012","Sweden","Burglary","Per hundred thousand inhabitants","928.69",""
"2012","Sweden","Burglary of private residential premises","Per hundred thousand inhabitants","417.09",""
"2012","Sweden","Theft","Per hundred thousand inhabitants","4,306.93",""
"2012","Sweden","Theft of a motorized land vehicle","Per hundred thousand inhabitants","305.03",""
"2012","Sweden","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","1,026.89",""
"2012","England and Wales","Intentional homicide","Per hundred thousand inhabitants","0.97",""
"2012","England and Wales","Attempted intentional homicide","Per hundred thousand inhabitants",":",""
"2012","England and Wales","Assault","Per hundred thousand inhabitants","551.63",""
"2012","England and Wales","Kidnapping","Per hundred thousand inhabitants","2.46",""
"2012","England and Wales","Sexual violence","Per hundred thousand inhabitants","69.06",""
"2012","England and Wales","Rape","Per hundred thousand inhabitants","29.05",""
"2012","England and Wales","Sexual assault","Per hundred thousand inhabitants","40.01",""
"2012","England and Wales","Robbery","Per hundred thousand inhabitants","115.58",""
"2012","England and Wales","Burglary","Per hundred thousand inhabitants","815.67",""
"2012","England and Wales","Burglary of private residential premises","Per hundred thousand inhabitants","403.19",""
"2012","England and Wales","Theft","Per hundred thousand inhabitants","2,414.98",""
"2012","England and Wales","Theft of a motorized land vehicle","Per hundred thousand inhabitants","141.60",""
"2012","England and Wales","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","52.77",""
"2012","Scotland","Intentional homicide","Per hundred thousand inhabitants","1.19",""
"2012","Scotland","Attempted intentional homicide","Per hundred thousand inhabitants","7.59",""
"2012","Scotland","Assault","Per hundred thousand inhabitants","68.65",""
"2012","Scotland","Kidnapping","Per hundred thousand inhabitants","4.28",""
"2012","Scotland","Sexual violence","Per hundred thousand inhabitants","126.91",""
"2012","Scotland","Rape","Per hundred thousand inhabitants","25.86",""
"2012","Scotland","Sexual assault","Per hundred thousand inhabitants","101.05",""
"2012","Scotland","Robbery","Per hundred thousand inhabitants","34.53",""
"2012","Scotland","Burglary","Per hundred thousand inhabitants","405.46",""
"2012","Scotland","Burglary of private residential premises","Per hundred thousand inhabitants","295.05",""
"2012","Scotland","Theft","Per hundred thousand inhabitants","1,781.88",""
"2012","Scotland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","108.00",""
"2012","Scotland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","102.35",""
"2012","Northern Ireland (UK)","Intentional homicide","Per hundred thousand inhabitants","1.15",""
"2012","Northern Ireland (UK)","Attempted intentional homicide","Per hundred thousand inhabitants","6.38",""
"2012","Northern Ireland (UK)","Assault","Per hundred thousand inhabitants","70.26",""
"2012","Northern Ireland (UK)","Kidnapping","Per hundred thousand inhabitants","2.47",""
"2012","Northern Ireland (UK)","Sexual violence","Per hundred thousand inhabitants","102.20",""
"2012","Northern Ireland (UK)","Rape","Per hundred thousand inhabitants","27.65",""
"2012","Northern Ireland (UK)","Sexual assault","Per hundred thousand inhabitants","74.55",""
"2012","Northern Ireland (UK)","Robbery","Per hundred thousand inhabitants","57.18",""
"2012","Northern Ireland (UK)","Burglary","Per hundred thousand inhabitants","523.44",""
"2012","Northern Ireland (UK)","Burglary of private residential premises","Per hundred thousand inhabitants","322.61",""
"2012","Northern Ireland (UK)","Theft","Per hundred thousand inhabitants","1,309.78",""
"2012","Northern Ireland (UK)","Theft of a motorized land vehicle","Per hundred thousand inhabitants","115.51",""
"2012","Northern Ireland (UK)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","50.14",""
"2012","Iceland","Intentional homicide","Per hundred thousand inhabitants","0.31",""
"2012","Iceland","Attempted intentional homicide","Per hundred thousand inhabitants","1.88",""
"2012","Iceland","Assault","Per hundred thousand inhabitants","23.16",""
"2012","Iceland","Kidnapping","Per hundred thousand inhabitants",":",""
"2012","Iceland","Sexual violence","Per hundred thousand inhabitants",":",""
"2012","Iceland","Rape","Per hundred thousand inhabitants","38.18",""
"2012","Iceland","Sexual assault","Per hundred thousand inhabitants",":",""
"2012","Iceland","Robbery","Per hundred thousand inhabitants","15.65",""
"2012","Iceland","Burglary","Per hundred thousand inhabitants","429.95",""
"2012","Iceland","Burglary of private residential premises","Per hundred thousand inhabitants","141.75",""
"2012","Iceland","Theft","Per hundred thousand inhabitants","1,297.66",""
"2012","Iceland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","104.83",""
"2012","Iceland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","586.40",""
"2012","Liechtenstein","Intentional homicide","Per hundred thousand inhabitants","0.00",""
"2012","Liechtenstein","Attempted intentional homicide","Per hundred thousand inhabitants","0.00",""
"2012","Liechtenstein","Assault","Per hundred thousand inhabitants","189.17",""
"2012","Liechtenstein","Kidnapping","Per hundred thousand inhabitants","0.00",""
"2012","Liechtenstein","Sexual violence","Per hundred thousand inhabitants",":",""
"2012","Liechtenstein","Rape","Per hundred thousand inhabitants","10.97",""
"2012","Liechtenstein","Sexual assault","Per hundred thousand inhabitants",":",""
"2012","Liechtenstein","Robbery","Per hundred thousand inhabitants","13.71",""
"2012","Liechtenstein","Burglary","Per hundred thousand inhabitants","383.82",""
"2012","Liechtenstein","Burglary of private residential premises","Per hundred thousand inhabitants","139.82",""
"2012","Liechtenstein","Theft","Per hundred thousand inhabitants","540.10",""
"2012","Liechtenstein","Theft of a motorized land vehicle","Per hundred thousand inhabitants","16.45",""
"2012","Liechtenstein","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","704.59",""
"2012","Norway","Intentional homicide","Per hundred thousand inhabitants","0.54",""
"2012","Norway","Attempted intentional homicide","Per hundred thousand inhabitants","1.00",""
"2012","Norway","Assault","Per hundred thousand inhabitants","55.78",""
"2012","Norway","Kidnapping","Per hundred thousand inhabitants",":",""
"2012","Norway","Sexual violence","Per hundred thousand inhabitants","71.72",""
"2012","Norway","Rape","Per hundred thousand inhabitants","33.01",""
"2012","Norway","Sexual assault","Per hundred thousand inhabitants","31.78",""
"2012","Norway","Robbery","Per hundred thousand inhabitants","29.76",""
"2012","Norway","Burglary","Per hundred thousand inhabitants","348.81",""
"2012","Norway","Burglary of private residential premises","Per hundred thousand inhabitants","120.08",""
"2012","Norway","Theft","Per hundred thousand inhabitants","3,116.11",""
"2012","Norway","Theft of a motorized land vehicle","Per hundred thousand inhabitants","159.51",""
"2012","Norway","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","885.46",""
"2012","Switzerland","Intentional homicide","Per hundred thousand inhabitants","0.57",""
"2012","Switzerland","Attempted intentional homicide","Per hundred thousand inhabitants","2.31",""
"2012","Switzerland","Assault","Per hundred thousand inhabitants","7.50",""
"2012","Switzerland","Kidnapping","Per hundred thousand inhabitants","0.06",""
"2012","Switzerland","Sexual violence","Per hundred thousand inhabitants","32.44",""
"2012","Switzerland","Rape","Per hundred thousand inhabitants","7.15",""
"2012","Switzerland","Sexual assault","Per hundred thousand inhabitants","25.29",""
"2012","Switzerland","Robbery","Per hundred thousand inhabitants","45.29",""
"2012","Switzerland","Burglary","Per hundred thousand inhabitants","926.67",""
"2012","Switzerland","Burglary of private residential premises","Per hundred thousand inhabitants","450.06",""
"2012","Switzerland","Theft","Per hundred thousand inhabitants","2,669.84",""
"2012","Switzerland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","102.19",""
"2012","Switzerland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","1,167.39",""
"2012","Montenegro","Intentional homicide","Per hundred thousand inhabitants","2.42",""
"2012","Montenegro","Attempted intentional homicide","Per hundred thousand inhabitants","2.58",""
"2012","Montenegro","Assault","Per hundred thousand inhabitants","27.08",""
"2012","Montenegro","Kidnapping","Per hundred thousand inhabitants","0.00",""
"2012","Montenegro","Sexual violence","Per hundred thousand inhabitants","3.87",""
"2012","Montenegro","Rape","Per hundred thousand inhabitants","0.48",""
"2012","Montenegro","Sexual assault","Per hundred thousand inhabitants","3.39",""
"2012","Montenegro","Robbery","Per hundred thousand inhabitants","18.86",""
"2012","Montenegro","Burglary","Per hundred thousand inhabitants","222.95",""
"2012","Montenegro","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2012","Montenegro","Theft","Per hundred thousand inhabitants","138.16",""
"2012","Montenegro","Theft of a motorized land vehicle","Per hundred thousand inhabitants","6.93",""
"2012","Montenegro","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","30.15",""
"2012","North Macedonia","Intentional homicide","Per hundred thousand inhabitants","1.36",""
"2012","North Macedonia","Attempted intentional homicide","Per hundred thousand inhabitants","2.33",""
"2012","North Macedonia","Assault","Per hundred thousand inhabitants","10.24",""
"2012","North Macedonia","Kidnapping","Per hundred thousand inhabitants","0.92",""
"2012","North Macedonia","Sexual violence","Per hundred thousand inhabitants",":",""
"2012","North Macedonia","Rape","Per hundred thousand inhabitants","2.09",""
"2012","North Macedonia","Sexual assault","Per hundred thousand inhabitants",":",""
"2012","North Macedonia","Robbery","Per hundred thousand inhabitants","22.77",""
"2012","North Macedonia","Burglary","Per hundred thousand inhabitants","727.50",""
"2012","North Macedonia","Burglary of private residential premises","Per hundred thousand inhabitants","96.47",""
"2012","North Macedonia","Theft","Per hundred thousand inhabitants","292.94",""
"2012","North Macedonia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","18.01",""
"2012","North Macedonia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","28.84",""
"2012","Albania","Intentional homicide","Per hundred thousand inhabitants",":",""
"2012","Albania","Attempted intentional homicide","Per hundred thousand inhabitants",":",""
"2012","Albania","Assault","Per hundred thousand inhabitants",":",""
"2012","Albania","Kidnapping","Per hundred thousand inhabitants",":",""
"2012","Albania","Sexual violence","Per hundred thousand inhabitants",":",""
"2012","Albania","Rape","Per hundred thousand inhabitants",":",""
"2012","Albania","Sexual assault","Per hundred thousand inhabitants",":",""
"2012","Albania","Robbery","Per hundred thousand inhabitants",":",""
"2012","Albania","Burglary","Per hundred thousand inhabitants",":",""
"2012","Albania","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2012","Albania","Theft","Per hundred thousand inhabitants",":",""
"2012","Albania","Theft of a motorized land vehicle","Per hundred thousand inhabitants",":",""
"2012","Albania","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2012","Serbia","Intentional homicide","Per hundred thousand inhabitants","1.44",""
"2012","Serbia","Attempted intentional homicide","Per hundred thousand inhabitants","2.81",""
"2012","Serbia","Assault","Per hundred thousand inhabitants","18.33",""
"2012","Serbia","Kidnapping","Per hundred thousand inhabitants","0.15",""
"2012","Serbia","Sexual violence","Per hundred thousand inhabitants","5.47",""
"2012","Serbia","Rape","Per hundred thousand inhabitants","1.18",""
"2012","Serbia","Sexual assault","Per hundred thousand inhabitants","4.30",""
"2012","Serbia","Robbery","Per hundred thousand inhabitants","52.53",""
"2012","Serbia","Burglary","Per hundred thousand inhabitants","243.96",""
"2012","Serbia","Burglary of private residential premises","Per hundred thousand inhabitants","93.37",""
"2012","Serbia","Theft","Per hundred thousand inhabitants","248.04",""
"2012","Serbia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","38.26",""
"2012","Serbia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","66.15",""
"2012","Turkey","Intentional homicide","Per hundred thousand inhabitants","2.42",""
"2012","Turkey","Attempted intentional homicide","Per hundred thousand inhabitants",":",""
"2012","Turkey","Assault","Per hundred thousand inhabitants","351.06",""
"2012","Turkey","Kidnapping","Per hundred thousand inhabitants","17.97",""
"2012","Turkey","Sexual violence","Per hundred thousand inhabitants",":",""
"2012","Turkey","Rape","Per hundred thousand inhabitants",":",""
"2012","Turkey","Sexual assault","Per hundred thousand inhabitants",":",""
"2012","Turkey","Robbery","Per hundred thousand inhabitants","13.79",""
"2012","Turkey","Burglary","Per hundred thousand inhabitants","159.97",""
"2012","Turkey","Burglary of private residential premises","Per hundred thousand inhabitants","72.51",""
"2012","Turkey","Theft","Per hundred thousand inhabitants","321.08",""
"2012","Turkey","Theft of a motorized land vehicle","Per hundred thousand inhabitants","41.50",""
"2012","Turkey","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2012","Bosnia and Herzegovina","Intentional homicide","Per hundred thousand inhabitants","1.56",""
"2012","Bosnia and Herzegovina","Attempted intentional homicide","Per hundred thousand inhabitants","1.22",""
"2012","Bosnia and Herzegovina","Assault","Per hundred thousand inhabitants","16.10",""
"2012","Bosnia and Herzegovina","Kidnapping","Per hundred thousand inhabitants","0.05",""
"2012","Bosnia and Herzegovina","Sexual violence","Per hundred thousand inhabitants",":",""
